,Unnamed: 0,assists,class_year,corners,d_saves,division_id,fouls,g_loss,g_wins,ga,gaa,gc,ggs,goal_app,goalie_min_played,goals,gp,gs,gwg,jersey_number,ncaa_name,player_name,points,ps,psa,red_cards,save_pct,saves,school,season,sh_att,shutouts,team_name,year,yellow_cards
26,26,8.0,Sr,,,1,,,,,,,,,,3.0,18.0,17.0,1.0,10,Joseph Holland,"Holland, Joseph",14.0,,,,,,Hofstra,2017,48.0,,Hofstra,2017,1.0
27,27,12.0,Fr,,,1,,,,,,,,,,2.0,22.0,20.0,1.0,11,Jonathan Lewis,"Lewis, Jonathan",16.0,,,,,,Akron,2017,44.0,,Akron,2017,3.0
28,28,3.0,Sr,2.0,,1,,,,,,,,,,14.0,18.0,18.0,7.0,9,Jorge Gomez Sanchez,"Gomez Sanchez, Jorge",31.0,,4.0,,,,Temple,2017,101.0,,Temple,2017,3.0
29,29,6.0,Sr,3.0,,1,2.0,,,,,,,,,15.0,22.0,22.0,5.0,24,Julian Gressel,"Gressel, Julian",36.0,,4.0,,,,Providence,2017,92.0,,Providence,2017,3.0
30,30,2.0,Sr,,,1,3.0,,,,,,,,,3.0,20.0,19.0,1.0,17,Justin Schmidt,"Schmidt, Justin",8.0,,,,,,Washington,2017,11.0,,Washington,2017,1.0
31,31,7.0,Sr,,,1,1.0,,,,,,,,,2.0,19.0,19.0,,7,Kwame Awuah,"Awuah, Kwame",11.0,,1.0,,,,UConn,2017,36.0,,UConn,2017,2.0
32,32,1.0,Sr,,,1,,,,,,,,,,1.0,19.0,19.0,,6,Kyle Bjornethun,"Bjornethun, Kyle",3.0,,,,,,Seattle U,2017,19.0,,Seattle U,2017,
33,33,,Sr,,,1,,,,,,,,,,1.0,19.0,19.0,,4,Lalas Abubakar,"Abubakar, Lalas",2.0,,,1.0,,,Dayton,2017,17.0,,Dayton,2017,4.0
34,34,5.0,Sr,,,1,3.0,,,,,,,,,4.0,14.0,12.0,,10,Lindo Mfeka,"Mfeka, Lindo",13.0,,,1.0,,,South Fla.,2017,32.0,,South Fla.,2017,1.0
35,35,3.0,Sr,,,1,1.0,,,,,,,,,3.0,14.0,6.0,2.0,15,Marcus Epps,"Epps, Marcus",9.0,,,,,,South Fla.,2017,25.0,,South Fla.,2017,1.0
36,36,2.0,Sr,,,1,,,,,,,,,,3.0,18.0,18.0,2.0,14,Matej Dekovic,"Dekovic, Matej",8.0,,,,,,Charlotte,2017,13.0,,Charlotte,2017,3.0
37,37,,Sr,,,1,,,,,,,,,,,18.0,18.0,,2,Michael DeGraffenreidt,"DeGraffenreidt, Michael",0.0,,,,,,Louisville,2017,4.0,,Louisville,2017,4.0
38,38,1.0,So,,,1,,,,,,,,,,4.0,17.0,17.0,,19,Miles Robinson,"Robinson, Miles",9.0,,,1.0,,,Syracuse,2017,13.0,,Syracuse,2017,
39,39,4.0,Sr,,,1,,,,,,,,,,8.0,19.0,19.0,3.0,7,Napo Matsoso,"Matsoso, Napo",20.0,,1.0,,,,Kentucky,2017,43.0,,Kentucky,2017,6.0
40,40,3.0,Sr,1.0,,1,2.0,,,,,,,,,6.0,18.0,17.0,4.0,9,Nazeem Bartman,"Bartman, Nazeem",15.0,,1.0,1.0,,,South Fla.,2017,43.0,,South Fla.,2017,5.0
41,41,2.0,Sr,,,1,3.0,,,,,,,,,6.0,20.0,20.0,2.0,6,Nick DePuy,"DePuy, Nick",14.0,,,,,,UC Santa Barbara,2017,63.0,,UC Santa Barbara,2017,2.0
42,42,3.0,Sr,,,1,4.0,,,,,,,,,13.0,21.0,21.0,7.0,11,Niko Hansen,"Hansen, Niko",29.0,,,,,,New Mexico,2017,57.0,,New Mexico,2017,
43,43,5.0,Sr,,,1,4.0,,,,,,,,,,24.0,23.0,,4,Reagan Dunk,"Dunk, Reagan",5.0,,,,,,Denver,2017,8.0,,Denver,2017,1.0
44,44,,Sr,,,1,,,,,,,,,,1.0,18.0,18.0,1.0,13,Robby Sagel,"Sagel, Robby",2.0,,,,,,Penn St.,2017,12.0,,Penn St.,2017,1.0
45,45,,Sr,,,1,,8.0,7.0,24.0,1.357,,17.0,17.0,1591:57,,17.0,17.0,,1,Robert Moewes,"Moewes, Robert",0.0,,,,0.736,67.0,Duke,2017,,2.0,Duke,2017,
46,46,9.0,Sr,4.0,,1,,,,,,,,,,14.0,19.0,19.0,4.0,7,Russell Cicerone,"Cicerone, Russell",37.0,,6.0,,,,Buffalo,2017,81.0,,Buffalo,2017,3.0
47,47,9.0,Sr,,,1,24.0,,,,,,,,,,24.0,24.0,,8,Sam Hamilton,"Hamilton, Sam",9.0,,,,,,Denver,2017,10.0,,Denver,2017,2.0
48,48,,Sr,,,1,,6.0,14.0,16.0,0.71,,21.0,22.0,2028:38,,22.0,22.0,,30,Stefan Cleveland,"Cleveland, Stefan",0.0,,,,0.7709999999999999,54.0,Louisville,2017,,10.0,Louisville,2017,
49,49,3.0,Sr,1.0,,1,4.0,,,,,,,,,8.0,21.0,21.0,4.0,10,Tanner Thompson,"Thompson, Tanner",19.0,,2.0,,,,Indiana,2017,60.0,,Indiana,2017,2.0
50,50,4.0,Sr,,,1,,,,,,,,,,4.0,21.0,21.0,1.0,37,Walker Hume,"Hume, Walker",12.0,,,,,,North Carolina,2017,22.0,,North Carolina,2017,
51,51,5.0,Sr,,,1,,,,,,,,,,9.0,14.0,6.0,3.0,10,Wuilito Fernandes,"Fernandes, Wuilito",23.0,,,,,,UMass Lowell,2017,37.0,,UMass Lowell,2017,1.0
52,52,5.0,Sr,,,1,,,,,,,,,,7.0,21.0,20.0,3.0,10,Zeiko Lewis,"Lewis, Zeiko",19.0,,,,,,Boston College,2017,46.0,,Boston College,2017,1.0
53,53,1.0,Sr,,,1,,,,,,,,,,1.0,21.0,21.0,1.0,5,Suli Dainkeh,"Dainkeh, Suli",3.0,,,,,,Maryland,2017,6.0,,Maryland,2017,
54,54,4.0,Sr,,,1,,,,,,,,,,12.0,20.0,20.0,4.0,20,David Goldsmith,"Goldsmith, David",28.0,,,,,,Butler,2017,85.0,,Butler,2017,1.0
55,55,4.0,Sr,,,1,1.0,,,,,,,,,7.0,21.0,13.0,2.0,36,Tucker Hume,"Hume, Tucker",18.0,,,,,,North Carolina,2017,53.0,,North Carolina,2017,
56,56,2.0,Sr,,,1,,,,,,,,,,,6.0,4.0,,7,Iman Mafi,"Mafi, Iman",2.0,,1.0,,,,Clemson,2017,2.0,,Clemson,2017,
57,57,2.0,Sr,,,1,3.0,,,,,,,,,3.0,16.0,15.0,2.0,2,Billy McConnell,"McConnell, Billy",8.0,,,,,,Indiana,2017,7.0,,Indiana,2017,3.0
58,58,6.0,Sr,,,1,1.0,,,,,,,,,2.0,21.0,21.0,2.0,15,Evan Panken,"Panken, Evan",10.0,,,,,,Notre Dame,2017,36.0,,Notre Dame,2017,1.0
59,59,7.0,Sr,1.0,,1,3.0,,,,,,,,,6.0,18.0,14.0,1.0,10,Eddie Sanchez,"Sanchez, Eddie",19.0,,2.0,,,,Portland,2017,37.0,,Portland,2017,5.0
60,60,2.0,Sr,,,1,,,,,,,,,,5.0,20.0,18.0,,7,Felix Vobejda,"Vobejda, Felix",12.0,,,,,,UCLA,2017,22.0,,UCLA,2017,4.0
61,61,3.0,Sr,1.0,,1,1.0,,,,,,,,,8.0,22.0,22.0,2.0,14,Christopher Wehan,"Wehan, Christopher",19.0,,1.0,,,,New Mexico,2017,49.0,,New Mexico,2017,
62,62,1.0,Sr,2.0,,1,,,,,,,,,,3.0,18.0,18.0,2.0,5,Jordan Wilson,"Wilson, Jordan",7.0,,3.0,,,,Kentucky,2017,15.0,,Kentucky,2017,3.0
0,0,2.0,Sr,,0.0,1,0.0,,,,,0.0,,,,0.0,18.0,18.0,0.0,0,Aaron Maund,"Maund, Aaron",2.0,0.0,0.0,0.0,,,Notre Dame,2012,13.0,,Notre Dame,2012,2.0
1,1,5.0,Sr,,0.0,1,0.0,,,,,0.0,,,,8.0,22.0,22.0,5.0,0,Alec Purdie,"Purdie, Alec",21.0,0.0,0.0,0.0,,,Indiana,2012,53.0,,Indiana,2012,1.0
2,2,0.0,Sr,,0.0,1,0.0,,,,,0.0,,,,0.0,24.0,24.0,0.0,0,Andrew Duran,"Duran, Andrew",0.0,0.0,0.0,0.0,,,Creighton,2012,8.0,,Creighton,2012,0.0
3,3,0.0,So,,0.0,1,0.0,,,,,0.0,,,,2.0,25.0,25.0,0.0,0,Andrew Jean-Baptiste,"Jean-Baptiste, Andrew",4.0,0.0,0.0,0.0,,,UConn,2012,20.0,,UConn,2012,2.0
4,4,3.0,Sr,,0.0,1,0.0,,,,,0.0,,,,2.0,24.0,24.0,1.0,0,Andy Rose,"Rose, Andy",7.0,1.0,1.0,0.0,,,UCLA,2012,15.0,,UCLA,2012,1.0
5,5,1.0,Sr,,0.0,1,0.0,,,,,0.0,,,,0.0,21.0,21.0,0.0,0,Aubrey Perry,"Perry, Aubrey",1.0,0.0,0.0,0.0,,,South Fla.,2012,0.0,,South Fla.,2012,2.0
6,6,1.0,,,0.0,1,0.0,,,,,0.0,,,,1.0,23.0,23.0,0.0,0,Austin Berry,"Berry, Austin",3.0,0.0,0.0,0.0,,,Louisville,2012,26.0,,Louisville,2012,0.0
7,7,5.0,Sr,,0.0,1,1.0,,,,,0.0,,,,13.0,21.0,21.0,8.0,0,Babayele Sodade,"Sodade, Babayele",31.0,3.0,4.0,0.0,,,UAB,2012,53.0,,UAB,2012,3.0
8,8,2.0,Sr,,0.0,1,0.0,,,,,0.0,,,,1.0,18.0,10.0,0.0,0,Brendan King,"King, Brendan",4.0,0.0,0.0,0.0,,,Notre Dame,2012,34.0,,Notre Dame,2012,2.0
9,9,2.0,Sr,,0.0,1,0.0,,,,,0.0,,,,6.0,18.0,12.0,2.0,0,Brian Ownby,"Ownby, Brian",14.0,0.0,0.0,0.0,,,Virginia,2012,47.0,,Virginia,2012,4.0
10,10,0.0,Sr,,0.0,1,0.0,3.0,16.0,17.0,0.7440000000000001,0.0,22.0,22.0,123358.0,0.0,22.0,22.0,0.0,0,Brian Rowe,"Rowe, Brian",0.0,0.0,0.0,0.0,0.802,69.0,UCLA,2012,1.0,12.0,UCLA,2012,0.0
11,11,4.0,Sr,,0.0,1,0.0,,,,,0.0,,,,11.0,23.0,23.0,6.0,0,Bryan Gaul,"Gaul, Bryan",26.0,4.0,4.0,0.0,,,Bradley,2012,90.0,,Bradley,2012,4.0
12,12,6.0,Sr,,0.0,1,2.0,,,,,0.0,,,,3.0,16.0,16.0,1.0,0,Calum Mallace,"Mallace, Calum",12.0,1.0,1.0,0.0,,,Marquette,2012,51.0,,Marquette,2012,3.0
13,13,2.0,Sr,,0.0,1,0.0,,,,,0.0,,,,17.0,21.0,21.0,4.0,0,Casey Townsend,"Townsend, Casey",36.0,0.0,0.0,0.0,,,Maryland,2012,106.0,,Maryland,2012,2.0
14,14,6.0,Jr,,0.0,1,0.0,,,,,0.0,,,,18.0,24.0,24.0,5.0,0,Chandler Hoffman,"Hoffman, Chandler",42.0,0.0,0.0,0.0,,,UCLA,2012,53.0,,UCLA,2012,0.0
15,15,0.0,,,0.0,1,0.0,2.0,6.0,18.0,0.813,0.0,17.0,21.0,119484.0,0.0,21.0,21.0,0.0,0,Chris Blais,"Blais, Chris",0.0,0.0,0.0,0.0,0.7979999999999999,71.0,South Fla.,2012,0.0,8.0,South Fla.,2012,0.0
16,16,5.0,Sr,,0.0,1,0.0,,,,,0.0,,,,3.0,22.0,22.0,1.0,0,Chris Estridge,"Estridge, Chris",11.0,0.0,0.0,0.0,,,Indiana,2012,29.0,,Indiana,2012,1.0
17,17,10.0,Sr,,0.0,1,0.0,,,,,0.0,,,,9.0,23.0,21.0,1.0,0,Colin Rolfe,"Rolfe, Colin",28.0,0.0,0.0,0.0,,,Louisville,2012,69.0,,Louisville,2012,3.0
18,18,4.0,So,,0.0,1,0.0,,,,,0.0,,,,21.0,22.0,22.0,6.0,0,Darren Mattocks,"Mattocks, Darren",46.0,0.0,0.0,1.0,,,Akron,2012,101.0,,Akron,2012,1.0
19,19,0.0,Sr,,0.0,1,0.0,,,,,0.0,,,,4.0,20.0,20.0,2.0,0,Diogo de Almeida,"de Almeida, Diogo",8.0,0.0,0.0,1.0,,,SMU,2012,16.0,,SMU,2012,0.0
20,20,3.0,Jr,,0.0,1,0.0,,,,,0.0,,,,16.0,21.0,21.0,5.0,0,Dom Dwyer,"Dwyer, Dom",35.0,1.0,1.0,0.0,,,South Fla.,2012,65.0,,South Fla.,2012,5.0
21,21,4.0,Sr,,0.0,1,0.0,,,,,0.0,,,,3.0,23.0,16.0,1.0,0,Eder Arreola,"Arreola, Eder",10.0,0.0,0.0,1.0,,,UCLA,2012,38.0,,UCLA,2012,3.0
22,22,11.0,Jr,,0.0,1,0.0,,,,,0.0,,,,9.0,26.0,25.0,2.0,0,Enzo Martinez,"Martinez, Enzo",29.0,3.0,3.0,0.0,,,North Carolina,2012,89.0,,North Carolina,2012,2.0
23,23,6.0,Sr,,0.0,1,3.0,,,,,0.0,,,,14.0,24.0,24.0,6.0,0,Ethan Finlay,"Finlay, Ethan",34.0,2.0,3.0,0.0,,,Creighton,2012,93.0,,Creighton,2012,2.0
24,24,7.0,Sr,,0.0,1,0.0,,,,,0.0,,,,5.0,25.0,22.0,1.0,0,Evan James,"James, Evan",17.0,0.0,0.0,0.0,,,Charlotte,2012,41.0,,Charlotte,2012,0.0
25,25,5.0,Sr,,0.0,1,0.0,,,,,0.0,,,,12.0,21.0,20.0,3.0,0,Evans Frimpong,"Frimpong, Evans",29.0,1.0,2.0,0.0,,,Delaware,2012,65.0,,Delaware,2012,6.0
26,26,3.0,Jr,,0.0,1,4.0,,,,,0.0,,,,3.0,23.0,23.0,1.0,0,Greg Jordan,"Jordan, Greg",9.0,0.0,0.0,0.0,,,Creighton,2012,26.0,,Creighton,2012,3.0
27,27,4.0,Sr,,0.0,1,0.0,,,,,0.0,,,,2.0,17.0,17.0,1.0,0,Hunter Jumper,"Jumper, Hunter",8.0,0.0,0.0,2.0,,,Virginia,2012,20.0,,Virginia,2012,3.0
28,28,3.0,Sr,,0.0,1,0.0,,,,,0.0,,,,7.0,20.0,19.0,2.0,0,Karo Okiomah,"Okiomah, Karo",17.0,1.0,2.0,0.0,,,High Point,2012,66.0,,High Point,2012,6.0
29,29,10.0,So,,0.0,1,0.0,,,,,0.0,,,,6.0,24.0,18.0,3.0,0,Kelyn Rowe,"Rowe, Kelyn",22.0,0.0,0.0,0.0,,,UCLA,2012,68.0,,UCLA,2012,3.0
30,30,6.0,Sr,,0.0,1,0.0,,,,,0.0,,,,5.0,23.0,23.0,3.0,0,Kenney Walker,"Walker, Kenney",16.0,0.0,1.0,0.0,,,Louisville,2012,63.0,,Louisville,2012,4.0
31,31,7.0,Sr,,0.0,1,0.0,,,,,0.0,,,,2.0,21.0,21.0,2.0,0,Kevan George,"George, Kevan",11.0,0.0,0.0,0.0,,,UCF,2012,12.0,,UCF,2012,4.0
32,32,7.0,Sr,,0.0,1,0.0,,,,,0.0,,,,3.0,26.0,24.0,1.0,0,Kirk Urso,"Urso, Kirk",13.0,0.0,0.0,0.0,,,North Carolina,2012,62.0,,North Carolina,2012,5.0
33,33,2.0,Sr,,0.0,1,0.0,,,,,0.0,,,,3.0,22.0,22.0,3.0,0,Lance Rozeboom,"Rozeboom, Lance",8.0,3.0,3.0,0.0,,,New Mexico,2012,26.0,,New Mexico,2012,1.0
34,34,1.0,Sr,,0.0,1,0.0,,,,,0.0,,,,10.0,17.0,16.0,3.0,0,Lucky Mkosana,"Mkosana, Lucky",21.0,1.0,1.0,0.0,,,Dartmouth,2012,65.0,,Dartmouth,2012,0.0
35,35,10.0,Sr,,0.0,1,0.0,,,,,0.0,,,,17.0,22.0,22.0,2.0,0,Luis Silva,"Silva, Luis",44.0,3.0,4.0,0.0,,,UC Santa Barbara,2012,79.0,,UC Santa Barbara,2012,5.0
36,36,1.0,Sr,,0.0,1,0.0,,,,,0.0,,,,6.0,26.0,26.0,2.0,0,Matt Hedges,"Hedges, Matt",13.0,0.0,0.0,0.0,,,North Carolina,2012,23.0,,North Carolina,2012,1.0
37,37,4.0,Sr,,0.0,1,0.0,,,,,0.0,,,,2.0,22.0,22.0,1.0,0,Michael Green,"Green, Michael",8.0,1.0,1.0,0.0,,,New Mexico,2012,23.0,,New Mexico,2012,0.0
38,38,8.0,Sr,,0.0,1,0.0,,,,,0.0,,,,9.0,23.0,23.0,4.0,0,Miguel Ibarra,"Ibarra, Miguel",26.0,0.0,0.0,0.0,,,UC Irvine,2012,62.0,,UC Irvine,2012,1.0
39,39,0.0,Sr,,0.0,1,1.0,,,,,0.0,,,,4.0,15.0,14.0,3.0,0,Mykell Bates,"Bates, Mykell",8.0,0.0,0.0,0.0,,,Santa Clara,2012,18.0,,Santa Clara,2012,3.0
40,40,5.0,Sr,,0.0,1,0.0,,,,,0.0,,,,6.0,22.0,22.0,1.0,0,Nick DeLeon,"DeLeon, Nick",17.0,1.0,1.0,0.0,,,Louisville,2012,76.0,,Louisville,2012,0.0
41,41,3.0,Sr,,0.0,1,0.0,,,,,0.0,,,,1.0,25.0,25.0,1.0,0,Nickardo Blake,"Blake, Nickardo",5.0,0.0,0.0,0.0,,,UConn,2012,19.0,,UConn,2012,1.0
42,42,6.0,Sr,,0.0,1,0.0,,,,,0.0,,,,2.0,21.0,21.0,2.0,0,R.J. Allen,"Allen, R.J.",10.0,1.0,1.0,0.0,,,Monmouth,2012,21.0,,Monmouth,2012,1.0
43,43,0.0,Sr,,0.0,1,0.0,,,,,0.0,,,,2.0,13.0,12.0,0.0,0,Rafael Garcia,"Garcia, Rafael",4.0,2.0,2.0,0.0,,,CSUN,2012,32.0,,CSUN,2012,3.0
44,44,2.0,Sr,,0.0,1,0.0,6.0,11.0,12.0,0.648,0.0,17.0,18.0,99993.0,0.0,18.0,18.0,0.0,0,Ryan Meara,"Meara, Ryan",2.0,0.0,0.0,0.0,0.862,75.0,Fordham,2012,0.0,10.0,Fordham,2012,3.0
45,45,4.0,Jr,,0.0,1,0.0,,,,,0.0,,,,8.0,23.0,22.0,3.0,0,Sam Garza,"Garza, Sam",20.0,2.0,2.0,0.0,,,UC Santa Barbara,2012,80.0,,UC Santa Barbara,2012,5.0
46,46,5.0,Sr,,0.0,1,0.0,,,,,0.0,,,,1.0,24.0,22.0,0.0,0,Shawn Singh,"Singh, Shawn",7.0,0.0,0.0,0.0,,,UCLA,2012,4.0,,UCLA,2012,1.0
47,47,7.0,Sr,,0.0,1,0.0,,,,,0.0,,,,0.0,22.0,22.0,0.0,0,Tommy Meyer,"Meyer, Tommy",7.0,0.0,0.0,0.0,,,Indiana,2012,9.0,,Indiana,2012,0.0
48,48,8.0,Sr,,0.0,1,0.0,,,,,0.0,,,,5.0,25.0,19.0,1.0,0,Tony Cascio,"Cascio, Tony",18.0,0.0,0.0,0.0,,,UConn,2012,71.0,,UConn,2012,3.0
49,49,5.0,So,,0.0,1,2.0,,,,,0.0,,,,1.0,24.0,24.0,0.0,0,Tyler Polak,"Polak, Tyler",7.0,0.0,0.0,0.0,,,Creighton,2012,7.0,,Creighton,2012,1.0
50,50,3.0,Sr,,0.0,1,0.0,,,,,0.0,,,,1.0,17.0,16.0,1.0,0,Warren Creavalle,"Creavalle, Warren",5.0,0.0,0.0,0.0,,,UCF,2012,27.0,,UCF,2012,1.0
51,51,7.0,Sr,,0.0,1,0.0,,,,,0.0,,,,7.0,17.0,17.0,2.0,0,Christian Barreiro,"Barreiro, Christian",21.0,2.0,2.0,0.0,,,Penn,2012,64.0,,Penn,2012,3.0
52,52,0.0,Sr,,0.0,1,0.0,,,,,0.0,,,,0.0,13.0,12.0,0.0,0,Justin Chavez,"Chavez, Justin",0.0,0.0,0.0,0.0,,,Tulsa,2012,3.0,,Tulsa,2012,1.0
53,53,8.0,Sr,,0.0,1,0.0,,,,,0.0,,,,5.0,16.0,11.0,2.0,0,Luke Holmes,"Holmes, Luke",18.0,0.0,0.0,0.0,,,Akron,2012,40.0,,Akron,2012,0.0
54,54,6.0,Sr,,0.0,1,0.0,,,,,0.0,,,,4.0,17.0,17.0,0.0,0,Antoine Hoppenot,"Hoppenot, Antoine",14.0,2.0,3.0,0.0,,,Princeton,2012,35.0,,Princeton,2012,1.0
55,55,10.0,Sr,,0.0,1,0.0,,,,,0.0,,,,10.0,20.0,18.0,4.0,0,Arthur Ivo,"Ivo, Arthur",30.0,3.0,3.0,0.0,,,SMU,2012,79.0,,SMU,2012,0.0
56,56,6.0,Sr,,0.0,1,0.0,,,,,0.0,,,,2.0,22.0,21.0,0.0,0,James Kiffe,"Kiffe, James",10.0,0.0,0.0,0.0,,,UC Santa Barbara,2012,30.0,,UC Santa Barbara,2012,2.0
57,57,0.0,,,0.0,1,0.0,8.0,11.0,26.0,1.3219999999999998,0.0,18.0,20.0,106225.0,0.0,20.0,20.0,0.0,0,Jhojan Obando,"Obando, Jhojan",0.0,0.0,0.0,0.0,0.7140000000000001,65.0,Providence,2012,0.0,7.0,Providence,2012,2.0
58,58,1.0,Sr,,0.0,1,0.0,,,,,0.0,,,,1.0,25.0,24.0,0.0,0,Charles Rodriguez,"Rodriguez, Charles",3.0,0.0,0.0,0.0,,,Charlotte,2012,27.0,,Charlotte,2012,2.0
59,59,0.0,Sr,,0.0,1,0.0,,,,,0.0,,,,2.0,18.0,18.0,2.0,0,Patrick Sigler,"Sigler, Patrick",4.0,2.0,3.0,0.0,,,Cal Poly,2012,16.0,,Cal Poly,2012,5.0
60,60,5.0,Sr,,0.0,1,0.0,,,,,0.0,,,,7.0,19.0,19.0,2.0,0,Tony Walls,"Walls, Tony",19.0,3.0,4.0,0.0,,,Green Bay,2012,34.0,,Green Bay,2012,3.0
